index,home_fg,home_fga,home_fg_pct,home_fg3,home_fg3a,home_fg3_pct,home_ft,home_fta,home_ft_pct,home_orb,home_drb,home_trb,home_ast,home_stl,home_blk,home_tov,home_pf,home_pts,away_fg,away_fga
home_fg,1.0,0.4257175877801934,0.7779817090674976,0.329307872966123,0.014862909596944885,0.427830899354819,-0.18861872116904332,-0.19695199337634425,-0.01757528512268961,0.031259739079718324,0.12135028687739421,0.11492005460423073,0.6381561073775993,0.07974501650232034,0.06752409867771304,-0.14327016892651764,0.06109531237967002,0.8319962282538179,0.18232104641769117,0.21427723037910185
home_fga,0.4257175877801934,1.0,-0.23256273724259632,0.12229063283930688,0.31958474885599747,-0.12260730853194,-0.21097556142302715,-0.2054440256323095,-0.06013618333960575,0.5328471036240424,0.1662119956056955,0.4245803784968044,0.19937810413647705,0.0929536891759479,0.0571411297271663,-0.32166529005174593,0.07588481071181259,0.2843357646060886,0.2195492131868454,0.25077347128189187
home_fg_pct,0.7779817090674976,-0.23256273724259632,1.0,0.2682221864418408,-0.2037151079433428,0.544797392129963,-0.05548254968411662,-0.06822120408264382,0.02252402179010281,-0.3319035560889981,0.015488463879361118,-0.16846877818234657,0.5450911018033991,0.020375851456753236,0.0347497227038747,0.07084550552719539,0.013795675407724698,0.6959216923098347,0.04522669796430586,0.05892535805956263
home_fg3,0.329307872966123,0.12229063283930688,0.2682221864418408,1.0,0.6833489285005638,0.709599720117473,-0.08863682649847521,-0.10949999434656228,0.034837905117703565,-0.064563715043614,0.06580997033185425,0.01787826176943565,0.4144286416659035,-0.01977024817651976,0.009553051621387884,-0.005067421205362187,0.014821905029982468,0.5295754765896665,0.1264373104130966,0.1302428751429817
home_fg3a,0.014862909596944885,0.31958474885599747,-0.2037151079433428,0.6833489285005638,1.0,-0.0023457100182170585,-0.058134631194603624,-0.0652745872082908,0.0014554861870180243,0.11665486117755038,0.07573586825873617,0.12468850647116506,0.14933789202592132,-0.009987022283173306,0.011354188348786114,-0.06058630142287507,0.02326651158957414,0.18952729711572697,0.13483612144068866,0.13674705231892975
home_fg3_pct,0.427830899354819,-0.12260730853194,0.544797392129963,0.709599720117473,-0.0023457100182170585,1.0,-0.057626634568690625,-0.0800961668485179,0.05104404450349138,-0.18861349565170818,0.017899960267410378,-0.08839883434319723,0.4194664833946432,-0.01223283544961407,0.005118827109666761,0.053563670923693844,0.0026558752637549136,0.5387198780389089,0.04740601794711269,0.055247187456789006
home_ft,-0.18861872116904332,-0.21097556142302715,-0.05548254968411662,-0.08863682649847521,-0.058134631194603624,-0.057626634568690625,1.0,0.9340187399512612,0.38161962004988603,0.01335898824594733,0.0734192534907847,0.06650080948075937,-0.16580131591656277,0.037910252796783644,0.00038163353659942487,0.06594986946395935,0.25509302286544305,0.31084028911856326,0.11468313841946301,0.13573048439029936
home_fta,-0.19695199337634425,-0.2054440256323095,-0.06822120408264382,-0.10949999434656228,-0.0652745872082908,-0.0800961668485179,0.9340187399512612,1.0,0.04795987857690584,0.05488071920474043,0.08121046462048613,0.0954234751729032,-0.17894429808903986,0.04980390278733746,0.005835498095704707,0.07518821152311862,0.2768303522167629,0.26512188978167767,0.10026512516286831,0.13669993066843394
home_ft_pct,-0.01757528512268961,-0.06013618333960575,0.02252402179010281,0.034837905117703565,0.0014554861870180243,0.05104404450349138,0.38161962004988603,0.04795987857690584,1.0,-0.0970891089059296,-0.0010501957557137725,-0.05378218578140034,0.005090973195231151,-0.015976804983104626,-0.009477399118113908,0.0007261372214261416,0.006012816899413633,0.18424316980756875,0.056307596515880104,0.026135773763573924
home_orb,0.031259739079718324,0.5328471036240424,-0.3319035560889981,-0.064563715043614,0.11665486117755038,-0.18861349565170818,0.01335898824594733,0.05488071920474043,-0.0970891089059296,1.0,0.059340023808170224,0.5930836190522766,-0.09174547743712476,-0.016777265704664108,0.022179252624480342,0.007715475602455575,0.04490526434924706,0.012947896442149266,-0.011995263607729624,0.004326677795826047
